APYGARDOS_NR;APYGARDOS_PAVADINIMAS;APYLINKES_NR;APYLINKES_PAVADINIMAS;RINKEJU_SKAICIUS;VISO_DALYVAVO;BALSADEZEJE_GALIOJANTYS;BALSADEZEJE_NEGALIOJANTYS;PASTU_GALIOJANTYS;PASTU_NEGALIOJANTYS;VARDAS;PAVARDE;PARTIJA;BALSU_BALSADEZEJE;BALSU_PASTU;BALSU_VISO;PAPILDOMO_PROTOKOLO_POZYMIS;RKND_V_AR_ISSIKELE_PATS;RPL_UNIKALUS_NUMERIS;SAV
1;Naujamiesèio;2;Gedimino;4706;1635;1252;51;320;12;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;846;213;1059;;;57002;Vilniaus miesto savivaldybë
1;Naujamiesèio;2;Gedimino;4706;1635;1252;51;320;12;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;406;107;513;;;57002;Vilniaus miesto savivaldybë
1;Naujamiesèio;8;Pamënkalnio;1929;932;679;21;210;22;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;439;84;523;;;57008;Vilniaus miesto savivaldybë
1;Naujamiesèio;8;Pamënkalnio;1929;932;679;21;210;22;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;240;126;366;;;57008;Vilniaus miesto savivaldybë
1;Naujamiesèio;10;Taurakalnio;1464;689;621;21;47;0;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;417;36;453;;;57010;Vilniaus miesto savivaldybë
1;Naujamiesèio;10;Taurakalnio;1464;689;621;21;47;0;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;204;11;215;;;57010;Vilniaus miesto savivaldybë
1;Naujamiesèio;12;S. Konarskio;3446;1611;1383;87;139;2;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;854;91;945;;;57012;Vilniaus miesto savivaldybë
1;Naujamiesèio;12;S. Konarskio;3446;1611;1383;87;139;2;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;529;48;577;;;57012;Vilniaus miesto savivaldybë
1;Naujamiesèio;13;Mindaugo;2292;906;789;41;76;0;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;525;50;575;;;57013;Vilniaus miesto savivaldybë
1;Naujamiesèio;13;Mindaugo;2292;906;789;41;76;0;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;264;26;290;;;57013;Vilniaus miesto savivaldybë
1;Naujamiesèio;15;Vytenio;2405;995;876;54;64;1;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;599;45;644;;;57015;Vilniaus miesto savivaldybë
1;Naujamiesèio;15;Vytenio;2405;995;876;54;64;1;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;277;19;296;;;57015;Vilniaus miesto savivaldybë
1;Naujamiesèio;16;Þemaitës;2945;937;778;92;65;2;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;465;42;507;;;57016;Vilniaus miesto savivaldybë
1;Naujamiesèio;16;Þemaitës;2945;937;778;92;65;2;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;313;23;336;;;57016;Vilniaus miesto savivaldybë
1;Naujamiesèio;17;Algirdo;3341;1100;967;40;90;3;ÞYGIMANTAS;PAVILIONIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;626;65;691;;;57017;Vilniaus miesto savivaldybë
1;Naujamiesèio;17;Algirdo;3341;1100;967;40;90;3;VIRGILIJUS;ALEKNA;Lietuvos Respublikos liberalø sàjûdis;341;25;366;;;57017;Vilniaus miesto savivaldybë
2;Senamiesèio;3;Saltoniðkiø;2895;1300;1100;27;168;5;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);339;43;382;;;57003;Vilniaus miesto savivaldybë
2;Senamiesèio;3;Saltoniðkiø;2895;1300;1100;27;168;5;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;761;125;886;;;57003;Vilniaus miesto savivaldybë
2;Senamiesèio;4;Sëliø;1521;686;614;16;55;1;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);231;18;249;;;57004;Vilniaus miesto savivaldybë
2;Senamiesèio;4;Sëliø;1521;686;614;16;55;1;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;383;37;420;;;57004;Vilniaus miesto savivaldybë
2;Senamiesèio;6;Vytauto;2745;1269;1091;39;134;5;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);368;34;402;;;57006;Vilniaus miesto savivaldybë
2;Senamiesèio;6;Vytauto;2745;1269;1091;39;134;5;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;723;100;823;;;57006;Vilniaus miesto savivaldybë
2;Senamiesèio;7;Birutës;1943;1008;902;31;71;4;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);309;25;334;;;57007;Vilniaus miesto savivaldybë
2;Senamiesèio;7;Birutës;1943;1008;902;31;71;4;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;593;46;639;;;57007;Vilniaus miesto savivaldybë
2;Senamiesèio;51;Dailës;1696;791;676;18;96;1;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);212;30;242;;;57051;Vilniaus miesto savivaldybë
2;Senamiesèio;51;Dailës;1696;791;676;18;96;1;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;464;66;530;;;57051;Vilniaus miesto savivaldybë
2;Senamiesèio;52;Uþupio;2461;1192;1072;31;85;4;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);370;27;397;;;57052;Vilniaus miesto savivaldybë
2;Senamiesèio;52;Uþupio;2461;1192;1072;31;85;4;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;702;58;760;;;57052;Vilniaus miesto savivaldybë
2;Senamiesèio;54;A. Juozapavièiaus;3090;1289;1068;41;178;2;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);415;62;477;;;57054;Vilniaus miesto savivaldybë
2;Senamiesèio;54;A. Juozapavièiaus;3090;1289;1068;41;178;2;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;653;116;769;;;57054;Vilniaus miesto savivaldybë
2;Senamiesèio;56;Licëjaus;3133;892;772;44;75;1;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);328;21;349;;;57056;Vilniaus miesto savivaldybë
2;Senamiesèio;56;Licëjaus;3133;892;772;44;75;1;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;444;54;498;;;57056;Vilniaus miesto savivaldybë
2;Senamiesèio;57;Senvagës;3628;1359;1099;68;182;10;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);482;74;556;;;57057;Vilniaus miesto savivaldybë
2;Senamiesèio;57;Senvagës;3628;1359;1099;68;182;10;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;617;108;725;;;57057;Vilniaus miesto savivaldybë
2;Senamiesèio;59;Konstitucijos;3554;1342;1039;35;262;6;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);392;118;510;;;57059;Vilniaus miesto savivaldybë
2;Senamiesèio;59;Konstitucijos;3554;1342;1039;35;262;6;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;647;144;791;;;57059;Vilniaus miesto savivaldybë
2;Senamiesèio;60;Senamiesèio;1774;890;775;21;94;0;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);248;23;271;;;57060;Vilniaus miesto savivaldybë
2;Senamiesèio;60;Senamiesèio;1774;890;775;21;94;0;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;527;71;598;;;57060;Vilniaus miesto savivaldybë
2;Senamiesèio;62;Naugarduko;2900;1358;1187;31;137;3;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);357;29;386;;;57062;Vilniaus miesto savivaldybë
2;Senamiesèio;62;Naugarduko;2900;1358;1187;31;137;3;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;830;108;938;;;57062;Vilniaus miesto savivaldybë
2;Senamiesèio;65;A. Vienuolio;1672;771;664;19;86;2;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);181;15;196;;;57065;Vilniaus miesto savivaldybë
2;Senamiesèio;65;A. Vienuolio;1672;771;664;19;86;2;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;483;71;554;;;57065;Vilniaus miesto savivaldybë
2;Senamiesèio;66;M. Daukðos;2820;958;769;31;147;11;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);257;58;315;;;57066;Vilniaus miesto savivaldybë
2;Senamiesèio;66;M. Daukðos;2820;958;769;31;147;11;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;512;89;601;;;57066;Vilniaus miesto savivaldybë
2;Senamiesèio;67;V. Ðopeno;2292;836;738;22;76;0;ARTÛRAS;ZUOKAS;Lietuvos laisvës sàjunga (liberalai);205;14;219;;;57067;Vilniaus miesto savivaldybë
2;Senamiesèio;67;V. Ðopeno;2292;836;738;22;76;0;MYKOLAS;MAJAUSKAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;533;62;595;;;57067;Vilniaus miesto savivaldybë
4;Þirmûnø;151;Þirmûnø;2380;1024;870;26;123;5;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;316;52;368;;;57151;Vilniaus miesto savivaldybë
4;Þirmûnø;151;Þirmûnø;2380;1024;870;26;123;5;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;554;71;625;;;57151;Vilniaus miesto savivaldybë
4;Þirmûnø;152;Kareiviø;1907;765;633;22;104;6;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;235;47;282;;;57152;Vilniaus miesto savivaldybë
4;Þirmûnø;152;Kareiviø;1907;765;633;22;104;6;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;398;57;455;;;57152;Vilniaus miesto savivaldybë
4;Þirmûnø;153;Prekybininkø;2995;1114;978;37;93;6;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;351;42;393;;;57153;Vilniaus miesto savivaldybë
4;Þirmûnø;153;Prekybininkø;2995;1114;978;37;93;6;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;627;51;678;;;57153;Vilniaus miesto savivaldybë
4;Þirmûnø;154;Miestelio;2136;737;652;12;72;1;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;198;27;225;;;57154;Vilniaus miesto savivaldybë
4;Þirmûnø;154;Miestelio;2136;737;652;12;72;1;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;454;45;499;;;57154;Vilniaus miesto savivaldybë
4;Þirmûnø;155;Moksleiviø;2971;1025;893;38;93;1;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;279;40;319;;;57155;Vilniaus miesto savivaldybë
4;Þirmûnø;155;Moksleiviø;2971;1025;893;38;93;1;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;614;53;667;;;57155;Vilniaus miesto savivaldybë
4;Þirmûnø;156;Raitininkø;2116;1061;898;28;131;4;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;358;67;425;;;57156;Vilniaus miesto savivaldybë
4;Þirmûnø;156;Raitininkø;2116;1061;898;28;131;4;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;540;64;604;;;57156;Vilniaus miesto savivaldybë
4;Þirmûnø;157;Sporto;2646;1220;1058;43;114;5;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;436;56;492;;;57157;Vilniaus miesto savivaldybë
4;Þirmûnø;157;Sporto;2646;1220;1058;43;114;5;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;622;58;680;;;57157;Vilniaus miesto savivaldybë
4;Þirmûnø;158;Kazliðkiø;1926;827;701;36;87;3;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;265;39;304;;;57158;Vilniaus miesto savivaldybë
4;Þirmûnø;158;Kazliðkiø;1926;827;701;36;87;3;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;436;48;484;;;57158;Vilniaus miesto savivaldybë
4;Þirmûnø;159;Rinktinës;2074;932;828;28;76;0;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;303;41;344;;;57159;Vilniaus miesto savivaldybë
4;Þirmûnø;159;Rinktinës;2074;932;828;28;76;0;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;525;35;560;;;57159;Vilniaus miesto savivaldybë
4;Þirmûnø;160;Tuskulënø;1639;758;666;19;69;4;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;288;37;325;;;57160;Vilniaus miesto savivaldybë
4;Þirmûnø;160;Tuskulënø;1639;758;666;19;69;4;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;378;32;410;;;57160;Vilniaus miesto savivaldybë
4;Þirmûnø;161;Trimitø;1641;640;557;16;66;1;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;221;37;258;;;57161;Vilniaus miesto savivaldybë
4;Þirmûnø;161;Trimitø;1641;640;557;16;66;1;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;336;29;365;;;57161;Vilniaus miesto savivaldybë
4;Þirmûnø;162;Minties;1778;689;602;35;52;0;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;237;17;254;;;57162;Vilniaus miesto savivaldybë
4;Þirmûnø;162;Minties;1778;689;602;35;52;0;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;365;35;400;;;57162;Vilniaus miesto savivaldybë
4;Þirmûnø;163;Asiûkliø;3360;1543;1391;18;134;0;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;569;62;631;;;57163;Vilniaus miesto savivaldybë
4;Þirmûnø;163;Asiûkliø;3360;1543;1391;18;134;0;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;822;72;894;;;57163;Vilniaus miesto savivaldybë
4;Þirmûnø;164;Apkasø;2231;857;750;19;88;0;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;292;42;334;;;57164;Vilniaus miesto savivaldybë
4;Þirmûnø;164;Apkasø;2231;857;750;19;88;0;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;458;46;504;;;57164;Vilniaus miesto savivaldybë
4;Þirmûnø;165;Verkiø;1746;754;663;31;59;1;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;259;31;290;;;57165;Vilniaus miesto savivaldybë
4;Þirmûnø;165;Verkiø;1746;754;663;31;59;1;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;404;28;432;;;57165;Vilniaus miesto savivaldybë
4;Þirmûnø;166;Kalvarijø;2197;807;680;38;85;4;VILIJA;ALEKNAITË ABRAMIKIENË;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;267;46;313;;;57166;Vilniaus miesto savivaldybë
4;Þirmûnø;166;Kalvarijø;2197;807;680;38;85;4;AUÐRA;MALDEIKIENË;Politinë partija „Lietuvos sàraðas“;413;39;452;;;57166;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;204;Gabijos;4184;1428;1182;151;90;5;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;684;56;740;;;57204;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;204;Gabijos;4184;1428;1182;151;90;5;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;498;34;532;;;57204;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;205;Fabijoniðkiø;4173;1337;1106;117;104;10;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;668;66;734;;;57205;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;205;Fabijoniðkiø;4173;1337;1106;117;104;10;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;438;38;476;;;57205;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;207;S. Stanevièiaus;3838;1344;1126;112;98;8;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;664;66;730;;;57207;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;207;S. Stanevièiaus;3838;1344;1126;112;98;8;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;462;32;494;;;57207;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;208;Kaimelio;2669;916;788;66;48;14;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;481;32;513;;;57208;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;208;Kaimelio;2669;916;788;66;48;14;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;307;16;323;;;57208;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;210;P. Þadeikos;2124;781;678;65;37;1;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;406;20;426;;;57210;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;210;P. Þadeikos;2124;781;678;65;37;1;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;272;17;289;;;57210;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;211;Gedvydþiø;2882;1091;922;103;58;8;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;559;32;591;;;57211;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;211;Gedvydþiø;2882;1091;922;103;58;8;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;363;26;389;;;57211;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;213;S. Nëries;4113;1224;1000;122;95;7;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;627;70;697;;;57213;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;213;S. Nëries;4113;1224;1000;122;95;7;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;373;25;398;;;57213;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;214;Pavilnioniø;4118;1434;1247;67;116;4;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;764;69;833;;;57214;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;214;Pavilnioniø;4118;1434;1247;67;116;4;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;483;47;530;;;57214;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;216;J. Baltruðaièio;2959;1202;1019;61;115;7;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;587;73;660;;;57216;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;216;J. Baltruðaièio;2959;1202;1019;61;115;7;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;432;42;474;;;57216;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;217;Tarandës;2735;973;861;28;80;4;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;566;50;616;;;57217;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;217;Tarandës;2735;973;861;28;80;4;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;295;30;325;;;57217;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;309;Paðilaièiø;4117;1563;1330;95;129;9;VYTAUTAS;KERNAGIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;828;92;920;;;57309;Vilniaus miesto savivaldybë
5;Fabijoniðkiø;309;Paðilaièiø;4117;1563;1330;95;129;9;DALIA;KUODYTË;Lietuvos Respublikos liberalø sàjûdis;502;37;539;;;57309;Vilniaus miesto savivaldybë
6;Ðeðkinës;253;Lûþiø;2719;1109;984;32;90;3;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;455;40;495;;;57253;Vilniaus miesto savivaldybë
6;Ðeðkinës;253;Lûþiø;2719;1109;984;32;90;3;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;529;50;579;;;57253;Vilniaus miesto savivaldybë
6;Ðeðkinës;254;Mokslo;3266;1218;1087;41;85;5;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;481;52;533;;;57254;Vilniaus miesto savivaldybë
6;Ðeðkinës;254;Mokslo;3266;1218;1087;41;85;5;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;606;33;639;;;57254;Vilniaus miesto savivaldybë
6;Ðeðkinës;255;Èiobiðkio;3359;1232;1129;32;71;0;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;414;36;450;;;57255;Vilniaus miesto savivaldybë
6;Ðeðkinës;255;Èiobiðkio;3359;1232;1129;32;71;0;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;715;35;750;;;57255;Vilniaus miesto savivaldybë
6;Ðeðkinës;256;Musninkø;3516;1310;1178;28;103;1;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;467;55;522;;;57256;Vilniaus miesto savivaldybë
6;Ðeðkinës;256;Musninkø;3516;1310;1178;28;103;1;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;711;48;759;;;57256;Vilniaus miesto savivaldybë
6;Ðeðkinës;257;Dûkðtø;2605;1056;971;25;60;0;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;379;23;402;;;57257;Vilniaus miesto savivaldybë
6;Ðeðkinës;257;Dûkðtø;2605;1056;971;25;60;0;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;592;37;629;;;57257;Vilniaus miesto savivaldybë
6;Ðeðkinës;258;Ðeðkinës;2241;966;891;32;42;1;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;390;22;412;;;57258;Vilniaus miesto savivaldybë
6;Ðeðkinës;258;Ðeðkinës;2241;966;891;32;42;1;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;501;20;521;;;57258;Vilniaus miesto savivaldybë
6;Ðeðkinës;259;Ukmergës;3280;1115;985;26;103;1;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;430;50;480;;;57259;Vilniaus miesto savivaldybë
6;Ðeðkinës;259;Ukmergës;3280;1115;985;26;103;1;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;555;53;608;;;57259;Vilniaus miesto savivaldybë
6;Ðeðkinës;260;Þygimanto Augusto;2676;1085;1007;24;52;2;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;406;26;432;;;57260;Vilniaus miesto savivaldybë
6;Ðeðkinës;260;Þygimanto Augusto;2676;1085;1007;24;52;2;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;601;26;627;;;57260;Vilniaus miesto savivaldybë
6;Ðeðkinës;261;Paberþës;3043;1232;1144;28;59;1;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;452;34;486;;;57261;Vilniaus miesto savivaldybë
6;Ðeðkinës;261;Paberþës;3043;1232;1144;28;59;1;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;692;25;717;;;57261;Vilniaus miesto savivaldybë
6;Ðeðkinës;262;Gelvonø;3860;1531;1413;36;79;3;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;515;38;553;;;57262;Vilniaus miesto savivaldybë
6;Ðeðkinës;262;Gelvonø;3860;1531;1413;36;79;3;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;898;41;939;;;57262;Vilniaus miesto savivaldybë
6;Ðeðkinës;351;Tujø;2812;1032;926;24;79;3;AUDRONIUS;AÞUBALIS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;399;38;437;;;57351;Vilniaus miesto savivaldybë
6;Ðeðkinës;351;Tujø;2812;1032;926;24;79;3;VIRGINIJUS;SINKEVIÈIUS;Lietuvos valstieèiø ir þaliøjø sàjunga;527;41;568;;;57351;Vilniaus miesto savivaldybë
7;Justiniðkiø;252;Virðuliðkiø;2726;1026;879;78;67;2;PAULIUS;SAUDARGAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;584;47;631;;;57252;Vilniaus miesto savivaldybë
7;Justiniðkiø;252;Virðuliðkiø;2726;1026;879;78;67;2;DANUTA;NARBUT;Lietuvos lenkø rinkimø akcija-Krikðèioniðkø ðeimø sàjunga;295;20;315;;;57252;Vilniaus miesto savivaldybë
7;Justiniðkiø;301;Rygos;3656;1257;1110;46;99;2;PAULIUS;SAUDARGAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;762;84;846;;;57301;Vilniaus miesto savivaldybë
7;Justiniðkiø;301;Rygos;3656;1257;1110;46;99;2;DANUTA;NARBUT;Lietuvos lenkø rinkimø akcija-Krikðèioniðkø ðeimø sàjunga;348;15;363;;;57301;Vilniaus miesto savivaldybë
7;Justiniðkiø;302;Taikos;4074;1676;1482;84;104;6;PAULIUS;SAUDARGAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;975;76;1051;;;57302;Vilniaus miesto savivaldybë
7;Justiniðkiø;302;Taikos;4074;1676;1482;84;104;6;DANUTA;NARBUT;Lietuvos lenkø rinkimø akcija-Krikðèioniðkø ðeimø sàjunga;507;28;535;;;57302;Vilniaus miesto savivaldybë
7;Justiniðkiø;303;Justiniðkiø;3837;1343;1178;57;99;9;PAULIUS;SAUDARGAS;Tëvynës sàjunga - Lietuvos krikðèionys demokratai;807;76;883;;;57303;Vilniaus miesto savivaldybë
